timestamp_wat,asset,signal,confidence,price,analysis,confirms,meta,result,result_time_wat
2025-10-23 08:34:12,TSLA,BUY,86,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",,
2025-10-23 08:36:13,TSLA,BUY,86,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",❌ LOSS,2025-10-23 08:36:13
2025-10-23 08:57:29,BTC/USD,SELL,98,109289.4,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 109392.58870810812, ""ema_slow"": 109448.98068431724, ""macd_hist"": -3.417402968023673, ""rsi"": 31.385113559204143, ""atr"": 74.67447314180468, ""psar"": 109590.4}",,
2025-10-23 08:59:31,BTC/USD,SELL,98,109289.4,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 109392.58870810812, ""ema_slow"": 109448.98068431724, ""macd_hist"": -3.417402968023673, ""rsi"": 31.385113559204143, ""atr"": 74.67447314180468, ""psar"": 109590.4}",❌ LOSS,2025-10-23 08:59:31
2025-10-23 09:06:07,ETH/USD,BUY,98,3887.61,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 3884.5994601052967, ""ema_slow"": 3882.9956968965776, ""macd_hist"": 0.5807891754911445, ""rsi"": 61.173608517902146, ""atr"": 2.731868454486186, ""psar"": 3878.9289120000003}",,
2025-10-23 09:08:08,ETH/USD,BUY,98,3887.61,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 3884.5994601052967, ""ema_slow"": 3882.9956968965776, ""macd_hist"": 0.5807891754911445, ""rsi"": 61.173608517902146, ""atr"": 2.731868454486186, ""psar"": 3878.9289120000003}",❌ LOSS,2025-10-23 09:08:08
2025-10-23 09:24:29,AAPL,BUY,90,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",,
2025-10-23 09:26:31,AAPL,BUY,90,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",❌ LOSS,2025-10-23 09:26:31
2025-10-23 09:30:07,MSFT,BUY,90,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",,
2025-10-23 09:32:13,MSFT,BUY,90,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",❌ LOSS,2025-10-23 09:32:13
2025-10-23 09:34:52,XRP/USD,BUY,88,2.41389,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 2.413262770810368, ""ema_slow"": 2.412915927380147, ""macd_hist"": -6.474735181374511e-06, ""rsi"": 58.15255691429469, ""atr"": 0.001347405717083857, ""psar"": 2.41083112512}",,
2025-10-23 09:36:54,XRP/USD,BUY,88,2.41389,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 2.413262770810368, ""ema_slow"": 2.412915927380147, ""macd_hist"": -6.474735181374511e-06, ""rsi"": 58.15255691429469, ""atr"": 0.001347405717083857, ""psar"": 2.41083112512}",✅ WIN,2025-10-23 09:36:54
2025-10-23 09:39:06,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",,
2025-10-23 09:41:08,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",❌ LOSS,2025-10-23 09:41:08
2025-10-23 09:43:59,USD/JPY,BUY,88,152.599,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 152.56878317250764, ""ema_slow"": 152.54231611989232, ""macd_hist"": 0.007545556373444347, ""rsi"": 69.9164347259137, ""atr"": 0.025900912957582883, ""psar"": 152.52245918267133}",,
2025-10-23 09:46:02,USD/JPY,BUY,88,152.599,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 152.56878317250764, ""ema_slow"": 152.54231611989232, ""macd_hist"": 0.007545556373444347, ""rsi"": 69.9164347259137, ""atr"": 0.025900912957582883, ""psar"": 152.52245918267133}",❌ LOSS,2025-10-23 09:46:02
2025-10-23 09:48:25,TSLA,BUY,87,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",,
2025-10-23 09:50:35,TSLA,BUY,87,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",✅ WIN,2025-10-23 09:50:35
2025-10-23 09:53:51,BTC/USD,BUY,88,109683.8,MACD hist rising; PSAR below price; EMA fast<slow,3,"{""ema_fast"": 109664.17260551962, ""ema_slow"": 109665.15977935294, ""macd_hist"": 8.172744845511419, ""rsi"": 51.92343734151967, ""atr"": 58.034413094550295, ""psar"": 109574.1184683711}",,
2025-10-23 09:55:53,BTC/USD,BUY,88,109683.8,MACD hist rising; PSAR below price; EMA fast<slow,3,"{""ema_fast"": 109664.17260551962, ""ema_slow"": 109665.15977935294, ""macd_hist"": 8.172744845511419, ""rsi"": 51.92343734151967, ""atr"": 58.034413094550295, ""psar"": 109574.1184683711}",❌ LOSS,2025-10-23 09:55:53
2025-10-23 09:59:16,ETH/USD,BUY,89,3894.45,EMA fast>slow; MACD hist rising; PSAR above price,3,"{""ema_fast"": 3892.8125482429773, ""ema_slow"": 3892.7805769877737, ""macd_hist"": 0.04555529483214596, ""rsi"": 54.152443925678334, ""atr"": 2.2915583465311147, ""psar"": 3897.3417100587203}",,
2025-10-23 10:01:43,ETH/USD,BUY,89,3894.45,EMA fast>slow; MACD hist rising; PSAR above price,3,"{""ema_fast"": 3892.8125482429773, ""ema_slow"": 3892.7805769877737, ""macd_hist"": 0.04555529483214596, ""rsi"": 54.152443925678334, ""atr"": 2.2915583465311147, ""psar"": 3897.3417100587203}",❌ LOSS,2025-10-23 10:01:43
2025-10-23 10:07:16,USD/CHF,BUY,90,0.79756999,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.7974990534137576, ""ema_slow"": 0.7974692499274743, ""macd_hist"": 4.4862762179530757e-07, ""rsi"": 58.248448589666296, ""atr"": 0.00012377153273267525, ""psar"": 0.7973332040660288}",,
2025-10-23 10:13:20,USD/CHF,BUY,90,0.79756999,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.7974990534137576, ""ema_slow"": 0.7974692499274743, ""macd_hist"": 4.4862762179530757e-07, ""rsi"": 58.248448589666296, ""atr"": 0.00012377153273267525, ""psar"": 0.7973332040660288}",✅ WIN,2025-10-23 10:13:20
2025-10-23 10:17:17,MSFT,BUY,86,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",,
2025-10-23 10:17:53,GBP/USD,BUY,90,1.33517,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.335030603193375, ""ema_slow"": 1.3349936606645327, ""macd_hist"": 1.7518657408700906e-05, ""rsi"": 58.3550542865592, ""atr"": 8.268561475667863e-05, ""psar"": 1.3349}",,
2025-10-23 10:20:05,GBP/USD,BUY,90,1.33517,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.335030603193375, ""ema_slow"": 1.3349936606645327, ""macd_hist"": 1.7518657408700906e-05, ""rsi"": 58.3550542865592, ""atr"": 8.268561475667863e-05, ""psar"": 1.3349}",✅ WIN,2025-10-23 10:20:05
2025-10-23 10:22:33,MSFT,BUY,86,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",,
2025-10-23 10:24:35,MSFT,BUY,86,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",❌ LOSS,2025-10-23 10:24:35
2025-10-23 10:27:25,TSLA,BUY,90,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",,
2025-10-23 10:30:07,TSLA,BUY,90,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",❌ LOSS,2025-10-23 10:30:07
2025-10-23 10:35:06,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",,
2025-10-23 10:37:07,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",❌ LOSS,2025-10-23 10:37:07
2025-10-23 10:40:23,AAPL,BUY,90,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",,
2025-10-23 10:42:25,AAPL,BUY,90,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",❌ LOSS,2025-10-23 10:42:25
2025-10-23 10:45:03,EUR/USD,SELL,89,1.15954,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.1596477075523393, ""ema_slow"": 1.1597064790565537, ""macd_hist"": -3.6238309922190885e-05, ""rsi"": 40.7878548462873, ""atr"": 0.00011014497388815638, ""psar"": 1.1598423061962726}",,
2025-10-23 10:47:05,EUR/USD,SELL,89,1.15954,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.1596477075523393, ""ema_slow"": 1.1597064790565537, ""macd_hist"": -3.6238309922190885e-05, ""rsi"": 40.7878548462873, ""atr"": 0.00011014497388815638, ""psar"": 1.1598423061962726}",✅ WIN,2025-10-23 10:47:05
2025-10-23 10:49:51,ETH/USD,SELL,90,3882.21,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 3884.204717295612, ""ema_slow"": 3884.4830124794944, ""macd_hist"": -0.4300524999675057, ""rsi"": 42.85843765471106, ""atr"": 1.5731448285327445, ""psar"": 3886.23951433304}",,
2025-10-23 10:51:55,ETH/USD,SELL,90,3882.21,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 3884.204717295612, ""ema_slow"": 3884.4830124794944, ""macd_hist"": -0.4300524999675057, ""rsi"": 42.85843765471106, ""atr"": 1.5731448285327445, ""psar"": 3886.23951433304}",❌ LOSS,2025-10-23 10:51:55
2025-10-23 10:54:55,XRP/USD,SELL,89,2.40678,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 2.407771502839609, ""ema_slow"": 2.408419756243403, ""macd_hist"": -0.00010114083497298094, ""rsi"": 39.10164315925166, ""atr"": 0.0010816011784592692, ""psar"": 2.4094596544}",,
2025-10-23 10:57:04,USD/CAD,BUY,86,1.39949,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.3993889344143262, ""ema_slow"": 1.399359862109225, ""macd_hist"": 4.6242013659662515e-06, ""rsi"": 54.00464334521422, ""atr"": 0.0005101658108209336, ""psar"": 1.3989}",,
2025-10-23 10:59:26,USD/CAD,BUY,86,1.39949,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.3993889344143262, ""ema_slow"": 1.399359862109225, ""macd_hist"": 4.6242013659662515e-06, ""rsi"": 54.00464334521422, ""atr"": 0.0005101658108209336, ""psar"": 1.3989}",✅ WIN,2025-10-23 10:59:26
2025-10-23 11:02:11,EUR/USD,SELL,86,1.15924,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.1593729413808058, ""ema_slow"": 1.1594816825283782, ""macd_hist"": -2.0971131750209456e-05, ""rsi"": 32.47660034562237, ""atr"": 9.527583816221171e-05, ""psar"": 1.1595202320643418}",,
2025-10-23 11:04:15,EUR/USD,SELL,86,1.15924,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.1593729413808058, ""ema_slow"": 1.1594816825283782, ""macd_hist"": -2.0971131750209456e-05, ""rsi"": 32.47660034562237, ""atr"": 9.527583816221171e-05, ""psar"": 1.1595202320643418}",❌ LOSS,2025-10-23 11:04:15
2025-10-23 11:12:20,ETH/USD,BUY,98,3898.34,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 3893.7237022615773, ""ema_slow"": 3890.8188750424315, ""macd_hist"": 0.5078069560254344, ""rsi"": 68.53692839541378, ""atr"": 2.007895521177965, ""psar"": 3891.4}",,
2025-10-23 11:14:07,ETH/USD,BUY,98,3899.24,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 3895.815335557928, ""ema_slow"": 3892.5751427816913, ""macd_hist"": 0.526885251859806, ""rsi"": 67.06083187496986, ""atr"": 2.000421450475266, ""psar"": 3891.80812752}",,
2025-10-23 11:16:08,ETH/USD,BUY,98,3899.24,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 3895.815335557928, ""ema_slow"": 3892.5751427816913, ""macd_hist"": 0.526885251859806, ""rsi"": 67.06083187496986, ""atr"": 2.000421450475266, ""psar"": 3891.80812752}",❌ LOSS,2025-10-23 11:16:08
2025-10-23 11:18:59,MSFT,BUY,88,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",,
2025-10-23 11:21:00,MSFT,BUY,88,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",❌ LOSS,2025-10-23 11:21:00
2025-10-23 11:42:10,AAPL,BUY,86,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",,
2025-10-23 11:44:11,AAPL,BUY,86,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",❌ LOSS,2025-10-23 11:44:11
2025-10-23 11:47:21,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",,
2025-10-23 11:49:22,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",❌ LOSS,2025-10-23 11:49:22
2025-10-23 11:51:46,XAU/USD,SELL,86,4113.85,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 4113.054876416911, ""ema_slow"": 4114.922353849755, ""macd_hist"": -0.19498977679301133, ""rsi"": 45.77262239041094, ""atr"": 2.5318029483656184, ""psar"": 4119.131341062752}",,
2025-10-23 11:54:38,XAU/USD,SELL,86,4113.85,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 4113.054876416911, ""ema_slow"": 4114.922353849755, ""macd_hist"": -0.19498977679301133, ""rsi"": 45.77262239041094, ""atr"": 2.5318029483656184, ""psar"": 4119.131341062752}",✅ WIN,2025-10-23 11:54:38
2025-10-23 11:59:29,LTC/USD,BUY,87,93.71,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 93.69669545872637, ""ema_slow"": 93.67369836491339, ""macd_hist"": -0.0006554442213244915, ""rsi"": 56.28589161678252, ""atr"": 0.0695421040405789, ""psar"": 93.67290673787738}",,
2025-10-23 12:01:38,LTC/USD,BUY,87,93.71,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 93.69669545872637, ""ema_slow"": 93.67369836491339, ""macd_hist"": -0.0006554442213244915, ""rsi"": 56.28589161678252, ""atr"": 0.0695421040405789, ""psar"": 93.67290673787738}",❌ LOSS,2025-10-23 12:01:38
2025-10-23 12:04:19,TSLA,BUY,87,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",,
2025-10-23 12:06:20,TSLA,BUY,87,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",❌ LOSS,2025-10-23 12:06:20
2025-10-23 12:08:09,XRP/USD,SELL,98,2.40343,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 2.407683967990979, ""ema_slow"": 2.4094534747068326, ""macd_hist"": -0.0007110421962742317, ""rsi"": 28.45605426118243, ""atr"": 0.001566284695427494, ""psar"": 2.4119269550583087}",,
2025-10-23 12:10:10,XRP/USD,SELL,98,2.40343,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 2.407683967990979, ""ema_slow"": 2.4094534747068326, ""macd_hist"": -0.0007110421962742317, ""rsi"": 28.45605426118243, ""atr"": 0.001566284695427494, ""psar"": 2.4119269550583087}",❌ LOSS,2025-10-23 12:10:10
2025-10-23 12:12:33,AAPL,BUY,90,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",,
